crl.tot;dollar;bang;money;n000;make;yesno
24;0;0;0;0;0;FALSE
168;0;0;0;0;0;FALSE
94;0;0;0;0;0.31;FALSE
185;0;0.074;0;0;0;FALSE
138;0;0;0;0;0.32;FALSE
11;0;0;0;0;0;FALSE
1026;0;0.073;0;0.05;0.15;FALSE
16;0;0;0;0;0;FALSE
166;0;0;0;0;0;FALSE
2954;0.005;0.008;0;0.01;0.07;FALSE
1655;0.012;0;0.08;0;0.16;FALSE
22;0;0.17;0;0;1;FALSE
77;0;0;0;0;0;FALSE
206;0;0;0;0;0;FALSE
27;0;0.239;0;0;0;FALSE
29;0;0;0;0;0;FALSE
142;0.121;0.202;0.69;0;0.23;FALSE
15;0;0;0;0;0;FALSE
84;0;0;0;0;0;FALSE
35;0;0;0;0;0;FALSE
71;0;0.148;0;0;0;FALSE
53;0;0;0;0;0;FALSE
76;0;0;0;0;0;FALSE
129;0.313;0.313;0;0;0;FALSE
72;0;0;0;0;0;FALSE
536;0;0;0;0;0;FALSE
158;0;0.125;0;0;0;FALSE
98;0;0.045;0;0;0;FALSE
875;0.016;0;0;0;0.05;FALSE
110;0;0.372;0;0;0;FALSE
146;0;0.413;0;0;0.25;FALSE
24;0;0.214;0;0;0;FALSE
45;0;0.448;0;0;0;FALSE
15;0;1.234;0;0;0;FALSE
59;0;0;0;0;0;FALSE
45;0;0.165;0;0;0;FALSE
6;0;0;0;0;0;FALSE
81;0;0;0;0;0;FALSE
92;0;0;0.42;0;0;FALSE
30;0;0;0;0;0;FALSE
17;0;0;0;0;0;FALSE
16;0;0.724;0;0;0;FALSE
378;0;0;0;0;0;FALSE
462;0;0;0;0;0;FALSE
446;0.052;0;0;0.13;0;FALSE
38;0;0;0;0;0.62;FALSE
74;0;0;0;0;0.67;FALSE
69;0;0.151;0;0;0.42;FALSE
59;0;0;0;0;0;FALSE
88;0;0;0;0;0;FALSE
46;0;0.167;0;0;0;FALSE
47;0;0;0;0;0;FALSE
104;0;0;0;0;0;FALSE
836;0.028;0.047;0;0;0.06;FALSE
34;0;0;0;0;0;FALSE
388;0;0.03;0;0;0;FALSE
31;0;0;0;0;0;FALSE
4;0;0;0;0;0;FALSE
12;0;0;0;0;0;FALSE
66;0;0;0;0;0;FALSE
93;0;0;0;0;0;FALSE
693;0;0.134;0;0;0.22;FALSE
15;0;0.161;0;0;0;FALSE
60;0.094;0.284;0;0;0;FALSE
481;0.036;0;0;0;0.13;FALSE
1583;0.011;0;0;0;0.08;FALSE
156;0;0;0;0;0;FALSE
1463;0.013;0;0;0;0.09;FALSE
25;0;0;0;0;1.14;FALSE
24;0;0;0;0;0;FALSE
562;0.013;0;0;0.1;0.2;FALSE
195;0;0;0;0;0;FALSE
60;0;0;0;0;0;FALSE
129;0;0.37;0;0;0.81;FALSE
35;0;0;0;0;0;FALSE
517;0;0;0;0;0.54;FALSE
32;0;0.111;0;0;0.56;FALSE
123;0.126;0.063;0.72;0;0.36;FALSE
12;0;0;0;0;0;FALSE
20;0;0;0;0;0;FALSE
675;0;0;0;0;0.27;FALSE
13;0;0;0;0;0;FALSE
167;0;0;0;0;0.84;FALSE
9;0;0;0;0;0;FALSE
44;0;0;0;0;0;FALSE
187;0.365;0;0;0;0;FALSE
36;0;0.176;0;0;1.02;FALSE
104;0;0;0;0;0;FALSE
12;0;0;0;0;0;FALSE
79;0;0.127;0;0;0;FALSE
14;0;0;0;0;0;FALSE
143;0;0;0;0;0;FALSE
55;0;0.179;0;0;0;FALSE
17;0;0;0;0;0;FALSE
65;0.142;0;0;0;0;FALSE
8;0;0;0;0;0;FALSE
86;0;0.065;0;0;0.46;FALSE
146;0;0;0;0;0;FALSE
161;0;0;0;0;0;FALSE
216;0;0;0;0;0;FALSE
31;0;0;0;0;0.85;FALSE
158;0;0;0;0;0;FALSE
141;0;0;0;0;0.39;FALSE
43;0;0.141;0;0;0;FALSE
183;0;0;0.58;0;0;FALSE
194;0;0;0;0;0;FALSE
1506;0;0;0;0;0;FALSE
305;0;0;0;0;0.3;FALSE
611;0;0.376;0;0;0;FALSE
142;0;0;0;0;0;FALSE
167;0;0;0;0;0;FALSE
36;0;0;0;0;0;FALSE
95;0;0;0;0;0;FALSE
196;0.129;0;0;0;0;FALSE
15;0;0;0;0;0;FALSE
84;0;0;0;0;0.35;FALSE
19;0;0;0;0;0;FALSE
15;0;0;0;0;0;FALSE
162;0;0;0;0;0;FALSE
172;0;0;0;0;0.36;FALSE
82;0;0;0;0;0;FALSE
16;0;0;0;0;0;FALSE
75;0;0;0;0;0;FALSE
6;0;0;0;0;0;FALSE
88;0;0;0;0;0;FALSE
72;0;0;0;0;0;FALSE
21;0;0;0;0;0;FALSE
207;0;0;0;0;0;FALSE
236;0;0;0;0;0;FALSE
39;0;0.144;0;0;0;FALSE
145;0;0;0;0;0;FALSE
413;0.141;0;0;0;0;FALSE
159;0;0;0;0;0;FALSE
82;0;0;0;0;0;FALSE
24;0;0;0;0;0;FALSE
527;0.015;0;0;0;0.1;FALSE
128;0;0;0;0;0;FALSE
129;0;0;0;0;0.9;FALSE
68;0;0;0;0;1.19;FALSE
85;0;0;0;0;0;FALSE
262;0;0;0;0;0;FALSE
62;0;0.318;0;0;0;FALSE
148;0;0;0;0;0;FALSE
6;0;0;0;0;0;FALSE
63;0;0.176;0;0;1.11;FALSE
36;0;0;0;0;0;FALSE
8;0;0.383;0;0;0;FALSE
5;0;0;0;0;0;FALSE
248;0.05;0.05;0;0;0;FALSE
308;0;0;0;0;0.2;FALSE
13;0;0;0;0;0;FALSE
71;0;0;0;0;0;FALSE
876;0.047;0.023;0;0;0;FALSE
413;0.141;0;0;0;0;FALSE
250;0;0;0;0;0.34;FALSE
293;0;0;0;0;0;FALSE
16;0;0;0;0;0;FALSE
10;0;0;0;0;0;FALSE
86;0;0;0;0;0;FALSE
286;0;0;0;0;0;FALSE
13;0;0.74;0;0;0;FALSE
20;0;0;0;0;0;FALSE
11;0;0;0;0;0;FALSE
86;0;0;0;0;0.66;FALSE
110;0;0;0;0;0;FALSE
244;0.055;0.055;0;0;0;FALSE
44;0;0.26;0;0;0;FALSE
19;0;0;0;0;0;FALSE
57;0;0.374;0;0;0;FALSE
49;0;0.213;0;0;2.77;FALSE
26;0;0;0;0;0;FALSE
43;0;0;0;0;0;FALSE
605;0.038;0.051;0;0.25;0;FALSE
61;0;0;0;0;1.05;FALSE
174;0;0;0;0;0;FALSE
85;0;0.045;0;0;0;FALSE
24;0;0.139;0;0;0;FALSE
19;0;0.552;0;0;0;FALSE
172;0;0;0;0;0;FALSE
139;0.075;0.075;0;0;0;FALSE
213;0;0;0;0;0.35;FALSE
5;0;0;0;0;0;FALSE
22;0;0;0;0;0.68;FALSE
85;0;0.107;0;0;0;FALSE
39;0;0;0;0;0;FALSE
19;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
758;0;0.02;0;0;0;FALSE
134;0;0.051;0;0;0.33;FALSE
935;0;0;0;0;0;FALSE
263;0;0;0;0;0;FALSE
43;0;0;0;0;0;FALSE
5;0;0;0;0;0;FALSE
480;0;0.026;0;0;0;FALSE
557;0;0;0;0;0;FALSE
155;0;0;0;0;0;FALSE
20;0;0.5;0;0;0;FALSE
26;0;0;0;0;0;FALSE
69;0;0;0;0;0;FALSE
69;0;0;0;0;0;FALSE
38;0;0;0;0;0;FALSE
7;0;0;0;0;0;FALSE
666;0;0.09;0;0;0;FALSE
5;0;0;0;0;0;FALSE
13;0;0;0;0;0;FALSE
16;0;1.458;0;0;0;FALSE
2026;0;0;0;0;0.08;FALSE
726;0.026;0;0;0;0.09;FALSE
510;0.1;0;0.09;0.36;0;FALSE
1150;0.015;0;0;0;0.05;FALSE
1116;0.163;0;0;0;0;FALSE
618;0;0.078;0;0;0;FALSE
162;0;0;0;0;0;FALSE
347;0.072;0.072;0;0;0.67;FALSE
364;0.076;0.076;0;0.33;0;FALSE
14;0;0;0;0;0;FALSE
353;0;0.026;0;0;0.53;FALSE
5;0;0;0;0;0;FALSE
55;0;0;0;0;0;FALSE
243;0.01;0;0;0;0.29;FALSE
75;0;0;0;0;0;FALSE
78;0;0.294;0;0;0;FALSE
44;0;0.041;0;0;0.26;FALSE
120;0;0.044;0;0;0.6;FALSE
47;0;0.285;0;0;0;FALSE
347;0;0;0;0;0;FALSE
63;0;0;0;0;0;FALSE
39;0;0;0;0;0;FALSE
133;0;0;0;0;0;FALSE
45;0;0.251;0;0;0;FALSE
17;0;0;0;0;1.04;FALSE
45;0;0;0;0;0;FALSE
17;0;0;0;0;0;FALSE
1399;0;0;0;0;0;FALSE
262;0;0;0;0;0;FALSE
182;0;0.123;0;0;0;FALSE
77;0;0;0;0;0;FALSE
8;0;0;0;0;0;FALSE
10;0;0;0;0;0;FALSE
76;0.136;0;0;0;0;FALSE
4;0;0;0;0;0;FALSE
88;0;0;0;0;0;FALSE
48;0;0;0;0;0;FALSE
16;0;0;0;0;0;FALSE
10;0;0;0;0;0;FALSE
68;0;0;0;0;0;FALSE
192;0;0;0;0;0.09;FALSE
51;0;0;0;0;0;FALSE
5;0;0;0;0;0;FALSE
34;0;1.798;0;0;0;FALSE
150;0;0;0;0;0;FALSE
436;0.023;0;0;0;0.08;FALSE
21;0;0;0;0;0;FALSE
52;0;0;0;0;0;FALSE
53;0;0;0;0;0;FALSE
259;0;0;0;0;0;FALSE
881;0.028;0;0;0;0.07;FALSE
37;0;0;0;0;0;FALSE
338;0;0;0;0;0;FALSE
47;0;0.225;0;0;0.9;FALSE
27;0;0;0;0;0;FALSE
60;0;0.432;0;0;0;FALSE
1620;0;0;0;0;0;FALSE
186;0;0;0;0;0;FALSE
87;0;0.102;0;0;0;FALSE
68;0;0.116;0;0;0;FALSE
111;0;0;0;0;0;FALSE
749;0;0.063;0;0;0.22;FALSE
7;0;0;0;0;0;FALSE
1263;0.051;0.044;0;0.08;0;FALSE
622;0;0.069;0;0;0;FALSE
92;0;0;0;0;0;FALSE
22;0;0;0;0;0;FALSE
51;0;0.145;0;0;0;FALSE
167;0;0.102;0;0;0;FALSE
180;0;0.044;0;0;0;FALSE
11;0;0;0;0;0;FALSE
3027;0;0.002;0;0.01;0.01;FALSE
142;0;0;0;0;0;FALSE
3;0;0;0;0;0;FALSE
90;0;0.087;0;0;0;FALSE
680;0;0;0;0;0;FALSE
1;0;0;0;0;0;FALSE
17;0;0;0;0;0;FALSE
55;0;0.25;0;0;0;FALSE
7;0;0;0;0;0;FALSE
110;0;0;0;0;0;FALSE
16;0;0;0;0;0;FALSE
36;0;0.262;0;0;0;FALSE
25;0;0;0;0;0;FALSE
4;0;0;0;0;0;FALSE
74;0;0;0;0;0;FALSE
81;0;0;0;0;0;FALSE
76;0;0;0;0;0;FALSE
39;0;0;0;0;0;FALSE
11;0;0;0;0;0;FALSE
151;0;0.309;0;0;1.04;FALSE
127;0;0.104;0;0;0;FALSE
27;0;0;0;0;0;FALSE
3;0;0;0;0;0;FALSE
348;0;0;0;0;0;FALSE
6;0;0;0;0;0;FALSE
4;0;0;0;0;0;FALSE
593;0;0;0;0;0;FALSE
109;0;0;0;0;0;FALSE
86;0;0;0;0;0;FALSE
24;0;0.103;0;0;0;FALSE
11;0;0;0;0;2.77;FALSE
13;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
121;0;0.239;0;0;0;FALSE
517;0;0;0;0;0;FALSE
26;0;1.123;0;0;0;FALSE
147;0;0.138;0;0;0.48;FALSE
4;0;0;0;0;0;FALSE
187;0;0;0;0;0;FALSE
344;0;0;0;0;0.43;FALSE
62;0;0;0;0;0;FALSE
78;0.124;0;0;0;0.42;FALSE
508;0.078;0;0;0.11;0;FALSE
44;0;0;0;0;0;FALSE
246;0;0;0;0;0.39;FALSE
415;0;0;0;0;0;FALSE
92;0;0;0;0;0;FALSE
75;0;0;0;0;0;FALSE
55;0;0;0;0;0;FALSE
61;0;0.203;0;0;0;FALSE
18;0;0;0;0;0;FALSE
35;0;0;0;0;0;FALSE
386;0;0;0;0;0;FALSE
14;0;2.272;0;0;0;FALSE
322;0;0;0;0;0;FALSE
59;0;0;0;0;0;FALSE
79;0.058;0;0;0;0;FALSE
56;0;0.286;0;0;0;FALSE
53;0;0.147;0;0;0;FALSE
294;0;0;0;0;0;FALSE
51;0;0.277;0;0;0;FALSE
219;0;0;0;0;0;FALSE
250;0;0;0;0;0;FALSE
2;0;0;0;0;0;FALSE
42;0;0;0;0;0;FALSE
17;0;0;0;0;0;FALSE
481;0.026;0;0;0.29;0.09;FALSE
203;0.033;0.033;0;0;0.44;FALSE
55;0;0;0;0;0;FALSE
5;0;0;0;0;0;FALSE
593;0;0.068;0;0.09;0;FALSE
59;0;0.055;0;0;0;FALSE
87;0;0.486;0;0;0;FALSE
24;0;0;0;0;0.76;FALSE
224;0.146;0.073;0;0;0;FALSE
27;0;0;0;0;0;FALSE
387;0.029;0.029;0;0;0.37;FALSE
1134;0.03;0.053;0;0.05;0.17;FALSE
46;0;0;0;0;0;FALSE
122;0;0;0;0;0;FALSE
80;0;0;0;0;0;FALSE
35;0;0.331;0;0;0;FALSE
43;0;0;0;0;0;FALSE
64;0;0;0;0;0;FALSE
204;0;0;0;0;0;FALSE
30;0;0;0;0;0;FALSE
57;0;0;0;0;0;FALSE
59;0;0;0;0;0;FALSE
4;0;0;0;0;0;FALSE
80;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
393;0.052;0;0;0;0;FALSE
373;0;0;0;0;0;FALSE
53;0;0;0;0;2;FALSE
43;0;0.149;0;0;0;FALSE
11;0;0;0;0;0;FALSE
125;0;0;0;0;0;FALSE
14;0;0;0;0;0;FALSE
189;0.117;0;0;0;0;FALSE
96;0;0;0;0;0;FALSE
323;0;0;0;0;0;FALSE
42;0;0;0;0;0;FALSE
505;0.034;0;0;0;0.12;FALSE
157;0;0;0;0;0;FALSE
63;0;0;0;0;0;FALSE
261;0.048;0;0;0;0;FALSE
932;0;0;0;0;0;FALSE
1795;0;0.004;0;0;0.18;FALSE
13;0;0;0;0;0;FALSE
3006;0;0.014;0;0;0.04;FALSE
479;0;0;0;0;0;FALSE
6;0;0;0;0;0;FALSE
25;0;0;0;0;0;FALSE
601;0;0;0;0;0.09;FALSE
66;0;0.279;0;0;0;FALSE
25;0;0;0;0;0;FALSE
46;0;0;0;0;0;FALSE
23;0;0.709;0;0;0;FALSE
122;0;0;0;0;0;FALSE
98;0.381;0.305;0;0.96;0;FALSE
98;0.381;0.305;0;0.96;0;FALSE
63;0;0;0;0;0;FALSE
2;0;0;0;0;0;FALSE
608;0;0.174;0;0;0.15;FALSE
55;0;0.146;0;0;0;FALSE
367;0;0.05;0;0.12;0;FALSE
151;0;0;0;0;0;FALSE
13;0;0;0;0;0;FALSE
431;0;0.306;0;0;0.33;FALSE
177;0;0;0;0;0;FALSE
69;0.105;0;0;0;0;FALSE
1763;0;0;0;0;0.04;FALSE
16;0;0;0;0;0;FALSE
68;0;0;0;0;0;FALSE
80;0;0;0;0;0.18;FALSE
97;0;0.089;0;0;0;FALSE
104;0;0.193;0;0;0.37;FALSE
913;0;0;0;0;0;FALSE
30;0;0;0;0;0;FALSE
67;0;0;0;0;0.51;FALSE
110;0.087;0;0;0;0;FALSE
103;0.095;0;0;0;0;FALSE
60;0;0;0;0;0;FALSE
114;0;0;0;0;0;FALSE
535;0.034;0;0;0;0.12;FALSE
628;0.033;0;0;0;0.08;FALSE
23;0;0;0;0;0;FALSE
815;0.017;0;0;0;0.12;FALSE
331;0;0;0;0;0;FALSE
331;0;0;0;0;0;FALSE
6;0;0;0;0;0;FALSE
62;0;0;0;0;0.31;FALSE
36;0;0;0;0;0;FALSE
31;0;0;0;0;0.4;FALSE
126;0;2.378;0;0;0.69;FALSE
17;0;0.442;0;0;0;FALSE
53;0;0;0;0;0;FALSE
540;0.022;0;0;0;0;FALSE
27;0;0.371;0;0;0;FALSE
81;0;0.107;0;0;0;FALSE
3168;0.005;0.002;0;0.07;0.03;FALSE
3;0;1.086;0;0;0;FALSE
42;0;0;0;0;0;FALSE
40;0;0;0;0;0;FALSE
23;0;0;0;0;0;FALSE
19;0;0;0;0;0;FALSE
139;0;0;0;0;0;FALSE
133;0;0;0;0;0;FALSE
24;0;0.955;0;0;0;FALSE
53;0;0;0;0;0;FALSE
28;0;0.558;0;0;0;FALSE
9;0;0;0;0;0;FALSE
31;0;0;0;0;0;FALSE
64;0;0.355;0;0;0;FALSE
55;0;0;0;0;0;FALSE
395;0;0;0;0;0;FALSE
167;0;0;0;0;0;FALSE
148;0;0;0;0;0;FALSE
212;0;0;0;0;0;FALSE
15;0;0.787;0;0;0;FALSE
38;0;0;0;0;0;FALSE
13;0;0.689;0;0;0;FALSE
41;0;0;0;0;0;FALSE
79;0;0.196;0.77;0;0;FALSE
26;0;0;0;0;0;FALSE
208;0.265;0.113;0;0;0.29;FALSE
33;0;0;0;0;0;FALSE
25;0;0;0;0;0;FALSE
67;0;0;0;0;0;FALSE
307;0.036;0;0;0;0;FALSE
428;0;0;0;0;0;FALSE
53;0;0;0;0;1.09;FALSE
16;0;0.386;0;0;0;FALSE
171;0;0.078;0;0;0;FALSE
566;0.011;0;0;0.08;0;FALSE
63;0;0;0;0;0;FALSE
27;0;0.473;0;0;0;FALSE
67;0;0.376;0;0;0;FALSE
25;0;0.186;0;0;0;FALSE
65;0;0;0;0;0;FALSE
53;0;0;0;0;0;FALSE
29;0;0.68;0;0;0;FALSE
153;0;0.181;0;0;0;FALSE
13;0;0;0;0;0;FALSE
28;0;0.366;0;0;0;FALSE
36;0;0.114;0;0;0;FALSE
249;0;0.129;0;0;0.39;FALSE
1026;0.046;0.062;0.05;0.21;0.05;FALSE
897;0.055;0.064;0.06;0.25;0.06;FALSE
89;0;0;0;0;0;FALSE
89;0;0;0;0;0;FALSE
17;0;0;0;0;0;FALSE
140;0;0;0;0;0;FALSE
26;0;0;0;0;0;FALSE
90;0;0;0;0;0;FALSE
161;0;0;0;0;0;FALSE
270;0;0.055;0;0;0;FALSE
41;0;0.37;0;0;1.03;FALSE
38;0;0;0;0;0.72;FALSE
126;0;0.24;0;0;0;FALSE
188;0;0;0;0;0;FALSE
68;0;0.24;0;0;0;FALSE
30;0;0;0;0;0;FALSE
125;0;0;0;0;0;FALSE
140;0;0;0;0;0;FALSE
18;0;0;0;0;0;FALSE
59;0;0.166;0;0;0.97;FALSE
150;0;0.163;0;0;0;FALSE
14;0;0;0;0;0;FALSE
855;0;0;0;0.07;0;FALSE
21;0;0;0;0;0;FALSE
125;0;0;0;0;0;FALSE
16;0;0;0;0;0;FALSE
227;0;0.091;0;0;0.53;FALSE
145;0;0;0;0;0;FALSE
94;0;0.103;0;0;0.58;FALSE
180;0;0.096;0;0;0.31;FALSE
645;0.033;0;0;0;0.12;FALSE
1386;0.014;0;0;0;0.05;FALSE
39;0;0.216;0;0;0;FALSE
118;0;0.061;0;0;0.75;FALSE
127;0;0;0;0;0;FALSE
18;0;0;0;0;0.68;FALSE
40;0;0.203;0;0;0;FALSE
17;0;0;0;0;0;FALSE
4;0;0;0;0;0;FALSE
129;0;0;0;0;0;FALSE
336;0;0;0;0;0.24;FALSE
20;0;0.564;0;0;0;FALSE
69;0;0.097;0;0;0;FALSE
79;0;0;0;0;0;FALSE
29;0;0.389;0;0;0;FALSE
37;0;0.231;0;0;0;FALSE
24;0;0;0;0;0;FALSE
15;0;0;0;0;0;FALSE
5;0;0;0;0;0;FALSE
42;0;0;0;0;0;FALSE
64;0;0;0;0;0;FALSE
29;0;0;0;0;0;FALSE
37;0;0;0;0;0.48;FALSE
491;0.036;0;0;0;0.12;FALSE
807;0.022;0;0;0;0.08;FALSE
38;0;0;0;0;0;FALSE
227;0;0;0;0;0.24;FALSE
77;0;0;0;0;0;FALSE
571;0.057;0;0;0.21;0.1;FALSE
169;0;0;0;0;0;FALSE
30;0;0.27;0;0;0;FALSE
29;0;0.211;0;0;0;FALSE
248;0;0;0;0;0;FALSE
74;0;0;0;0;0.51;FALSE
94;0;0;0;0;0;FALSE
133;0;0;0;0;0;FALSE
26;0;0.19;0;0;0;FALSE
42;0;0;0;0;0;FALSE
57;0;0;0;0;0;FALSE
203;0.159;0.798;0;0;0;FALSE
378;0;0;0;0;0;FALSE
155;0;0;0;0;0.3;FALSE
485;0.103;0.866;1.04;0.2;0.41;FALSE
375;0;0;0;0;0;FALSE
25;0;0;0;0;0;FALSE
19;0;0;0;0;0;FALSE
26;0;0;0;0;0;FALSE
304;0;0;0;0;0;FALSE
25;0;0;0;0;0;FALSE
5;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
10;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
68;0;0;0;0;0;FALSE
9;0;0;0;0;0;FALSE
90;0;0;0;0;0;FALSE
195;0;0;0;0;0;FALSE
18;0;0;0;0;0;FALSE
635;0;0.207;0;0;0;FALSE
41;0;0;0;0;0;FALSE
193;0;0;0;0;0;FALSE
53;0;0;0;0;2;FALSE
373;0;0;0;0;0;FALSE
53;0;0;0;0;2;FALSE
43;0;0.149;0;0;0;FALSE
11;0;0;0;0;0;FALSE
125;0;0;0;0;0;FALSE
14;0;0;0;0;0;FALSE
13;0;0;0;0;0;FALSE
250;0;0;0;0;0.34;FALSE
16;0;0;0;0;0;FALSE
10;0;0;0;0;0;FALSE
86;0;0;0;0;0;FALSE
13;0;0.74;0;0;0;FALSE
128;0;0;0;0;0.26;FALSE
418;0.053;0;0;0.41;0;FALSE
51;0;0.176;0;0;0;FALSE
66;0;0.278;0;0;0;FALSE
7;0;0;0;0;0;FALSE
194;0;0.031;0.17;0;0.17;FALSE
14;0;0;0;0;0;FALSE
1003;0;0;0;0;0;FALSE
16;0;0;0;0;0;FALSE
216;0;0.167;0;0;0.17;FALSE
71;0;0;0;0;0;FALSE
8;0;0;0;0;0;FALSE
1108;0.16;0;0;0;0;FALSE
116;0;0;0;0;0;FALSE
5;0;0;0;0;0;FALSE
22;0;0;0;0;0;FALSE
85;0;0;0;0;0.25;FALSE
21;0;0;0;0;0;FALSE
8;0;0;0;0;0;FALSE
13;0;0;0;0;0;FALSE
127;0;0;0;0;0;FALSE
93;0;0.099;0;0;0;FALSE
239;0;0;0;0;0;FALSE
25;0;0;0;0;0;FALSE
214;0;0;0;0;0;FALSE
5;0;0;0;0;0;FALSE
131;0;0;0;0;0;FALSE
119;0;0;0;0;0;FALSE
61;0;0;0;0;0;FALSE
21;0;0;1.6;0;0;FALSE
30;0;0;0;0;0;FALSE
5;0;0;0;0;0;FALSE
38;0;0.396;0;0;0;FALSE
50;0;0;0;0;0;FALSE
200;0;0;0;0;0;FALSE
100;0;0;0;0;0;FALSE
104;0;0;0;0;0;FALSE
115;0;0;0;0;0;FALSE
128;0.128;0;0;0;0;FALSE
97;0;0;0;0;0;FALSE
434;2.038;0;0;0;0;FALSE
21;0;0;0;0;0;FALSE
601;0.075;0.056;0;0;0;FALSE
89;0;0.07;0;0;0.39;FALSE
45;0;0;0;0;0;FALSE
24;0;0;0;0;0;FALSE
113;0;0;0;0;0;FALSE
84;0.601;0;0;0;0;FALSE
155;0;0;0;0;0;FALSE
196;0.055;0;0;0;0;FALSE
37;0;0;0;0;0;FALSE
102;0.108;0;0;0;0;FALSE
70;0;0;0;0;0;FALSE
111;0;0;0;0;0;FALSE
47;0;0;0;0;0;FALSE
64;0;0;0;0;0;FALSE
73;0;0;0;0;0.87;FALSE
101;0;0;0;0;0;FALSE
90;0;0;0;0;0;FALSE
47;0;0.058;0;0;0.32;FALSE
20;0;0;0;0;0;FALSE
6;0;0;0;0;0;FALSE
139;0;0.08;0;0;0.28;FALSE
23;0;0;0;0;0;FALSE
14;0;0;0;0;0;FALSE
37;0;0;0;0;0;FALSE
36;0;0;0;0;0;FALSE
30;0;0;0;0;0;FALSE
15;0;0;0;0;0;FALSE
4;0;0;0;0;0;FALSE
70;0;0;0;0;0;FALSE
89;0;0;0;0;0;FALSE
5;0;0;0;0;0;FALSE
91;0;0;0;0;0;FALSE
4;0;0;0;0;0;FALSE
37;0;0;0;0;0;FALSE
109;0;0;0;0;0;FALSE
244;0.031;0;0;0;0.23;FALSE
30;0;0;0;0;0;FALSE
651;0;0;0;0;0;FALSE
8;0;0;0;0;0;FALSE
99;0;0.408;0;0;0;FALSE
156;0;0;0;0;0;FALSE
162;0;0;0;0.11;0.23;FALSE
53;0;0;0;0;2;FALSE
64;0;0;0;0;0;FALSE
74;0;0.159;0;0;0;FALSE
522;0;0.14;0;0;0.29;FALSE
103;0;0;0;0;0;FALSE
133;0;0;0;0;0;FALSE
108;0;0;0;0;0;FALSE
62;0;0;0;0;0;FALSE
71;0;0;0;0;0;FALSE
85;0;0.241;0;0;0;FALSE
268;0;0;0;0;0;FALSE
5;0;0;0;0;0;FALSE
4;0;0;0;0;0;FALSE
451;0;0;0;0;0;FALSE
51;0;0.114;0;0;0;FALSE
36;0;0;0;0;0;FALSE
8;0;0;0;0;0;FALSE
67;0;0;0;0;0;FALSE
104;0;0.19;0;0;0;FALSE
146;0;0;0;0;0;FALSE
52;0;0.087;0;0;0;FALSE
23;0;0;0;0;0;FALSE
13;0;0;0;0;0;FALSE
96;0;0;0;0;0;FALSE
10;0;0;0;0;0;FALSE
79;0;0;0;0;0;FALSE
138;0;0;0;0;0;FALSE
119;0;0;0;0;0;FALSE
26;0;0.48;0;0;0;FALSE
137;0.161;0;0;0;0;FALSE
131;0;0;0;0;0;FALSE
46;0;0;0;0;0;FALSE
232;0.112;0;0;0;0;FALSE
59;0;0.27;0;0;0;FALSE
21;0;0.581;0;0;0;FALSE
405;0.062;0.374;0;0.21;0.21;FALSE
49;0;0;0;0;0;FALSE
203;0;0;0;0;0;FALSE
693;0.055;0;0;0.08;0;FALSE
94;0;0;0;0;0.22;FALSE
64;0;0;0;0;0;FALSE
12;0;1.149;0;0;0;FALSE
12;0;0;0;0;0;FALSE
117;0;0;0;0;0;FALSE
8;0;0;0;0;0;FALSE
27;0;0;0;0;0;FALSE
46;0;0;0;0;0;FALSE
47;0;0;0;0;0;FALSE
11;0;0;0;0;0;FALSE
59;0;0;0;0;0;FALSE
30;0;0;0;0;0;FALSE
424;0;0;0;0;0;FALSE
46;0;0.414;0;0;0;FALSE
187;0;0;0;0;0;FALSE
411;0.223;0.372;0.22;0;0;FALSE
52;0;0;0;0;0;FALSE
7;0;0;0;0;0;FALSE
82;0;0.169;0;0;0;FALSE
1479;0.056;0.031;0;0.12;0;FALSE
200;0;0.333;0;0;0;FALSE
178;0;0.016;0;0;0;FALSE
178;0;0.016;0;0;0;FALSE
178;0;0.016;0;0;0;FALSE
145;0;0.054;0;0;0;FALSE
15;0;0.729;0;0;0;FALSE
32;0;0;0;0;0;FALSE
67;0;0.249;0;0;0;FALSE
12;0;0;0;0;0;FALSE
72;0;0;0;0;0;FALSE
59;0;0;0;0;0;FALSE
751;0.063;0;0;0.39;0.06;FALSE
20;0;0;0;0;0;FALSE
41;0;0;0;0;0;FALSE
14;0;0;0;0;0;FALSE
257;0;0;0;0;0;FALSE
24;0;0;0;0;0;FALSE
17;0;0;0;0;0;FALSE
82;0;0;0;0;0;FALSE
133;0;0.125;0;0;0;FALSE
238;0;0;0;0;0;FALSE
123;0;0;0;0;0;FALSE
95;0;0.106;0;0;0;FALSE
346;0;0;0;0;0;FALSE
39;0;0;0;0;0.87;FALSE
115;0;0;0;0;0;FALSE
300;0;0.079;0;0;0;FALSE
1170;0.014;0;0;0;0.05;FALSE
681;0.021;0;0;0;0.07;FALSE
364;0.016;0.033;0;0;0.12;FALSE
5;0;0;0;0;0;FALSE
333;0;0;0;0;0;FALSE
11;0;0;0;0;0;FALSE
27;0;0;0;0;0;FALSE
39;0;0;0;0;0;FALSE
