id;gender;education;age;agree;conscientious;extraversion;neuroticism;openness
1516;male;fin HS;23;4,6;3,6;3,6;6,0;3,6
1517;female;coll;34;5,0;5,4;4,4;3,2;4,2
1518;male;coll grad;67;4,8;3,2;2,2;5,2;5,2
1519;female;coll;30;4,6;3,4;5,8;4,6;4,0
1520;female;grad deg;31;4,2;4,2;4,2;3,6;5,6
1521;male;coll grad;54;3,8;5,2;1,4;2,6;5,6
1522;male;grad deg;32;4,2;5,0;4,0;1,4;3,8
1523;female;coll;47;5,4;4,4;5,2;3,6;5,2
1524;female;coll;20;3,8;5,6;5,0;3,6;5,0
1525;female;in HS;20;1,8;1,4;1,6;5,6;3,8
1526;female;coll;34;5,4;5,8;5,2;4,0;5,4
1528;female;fin HS;32;3,2;3,0;4,0;5,2;4,6
1529;male;coll;27;4,4;4,2;5,4;2,0;5,8
1530;male;coll;19;4,0;3,2;3,0;5,0;5,2
1531;female;coll;20;3,6;3,4;5,0;2,0;3,6
1532;male;coll;21;5,0;4,0;4,0;1,8;4,4
1533;female;coll;23;2,8;2,8;4,4;3,4;4,8
1534;male;coll grad;42;4,0;4,6;2,8;1,0;5,4
1535;female;coll;27;5,4;2,8;5,4;4,6;4,4
1536;male;coll;19;4,8;2,6;3,6;4,4;3,6
1537;female;coll;21;4,8;4,2;4,4;4,4;4,8
1538;female;grad deg;47;5,6;4,4;3,0;3,0;4,4
1539;female;grad deg;58;5,4;3,6;2,6;3,4;3,8
1540;female;coll;20;4,4;5,0;3,0;6,0;4,8
1541;male;coll;29;4,4;5,6;5,0;1,6;4,8
1542;female;coll;18;5,0;2,8;4,8;3,6;4,4
1543;female;in HS;18;3,0;2,8;4,6;4,2;4,6
1544;female;fin HS;21;4,4;4,6;4,4;2,2;3,4
1545;female;grad deg;36;5,8;4,6;4,8;4,6;5,4
1546;female;coll;18;3,8;4,8;4,8;3,0;4,2
1547;female;grad deg;53;6,0;4,8;5,4;1,8;4,8
1548;male;coll grad;23;5,0;2,4;3,4;4,2;2,6
1549;female;coll;19;2,6;4,4;2,4;4,2;2,4
1550;male;coll;22;4,2;4,2;4,2;4,4;4,4
1551;female;fin HS;19;4,2;4,0;4,2;4,6;3,6
1552;female;coll;20;5,2;5,6;4,8;2,2;5,6
1553;female;coll grad;24;3,6;3,0;4,2;3,0;5,0
1554;female;fin HS;23;4,8;4,0;4,6;2,6;4,8
1555;male;coll;20;4,4;3,8;3,8;5,0;3,8
1556;female;coll grad;33;5,4;4,6;5,0;5,2;5,0
1557;male;in HS;16;4,2;4,4;4,6;4,2;5,4
1558;male;in HS;17;6,0;3,4;4,4;2,4;5,0
1559;female;coll;21;4,0;4,4;3,4;2,2;5,8
1560;female;grad deg;31;4,0;4,2;4,0;6,0;4,6
1561;female;fin HS;57;4,0;5,4;4,4;1,0;4,8
1562;female;coll;20;6,0;4,0;4,8;3,8;5,4
1563;female;fin HS;19;4,6;4,0;4,4;5,0;4,4
1564;female;fin HS;19;4,6;5,0;4,4;4,0;5,4
1565;female;fin HS;19;4,0;4,4;3,6;4,0;5,4
1566;female;fin HS;19;4,0;5,8;3,6;2,6;5,4
1567;female;fin HS;19;4,0;5,4;3,6;2,6;5,4
1568;female;fin HS;19;4,0;5,4;3,6;2,2;5,0
1569;female;fin HS;19;4,0;5,4;3,6;2,8;5,6
1570;female;fin HS;19;4,0;5,4;3,6;2,2;4,6
1571;female;fin HS;19;4,0;5,4;3,6;3,2;5,6
1572;female;fin HS;19;4,0;5,4;4,6;3,2;5,6
1573;female;coll;19;3,4;4,2;3,6;2,0;2,8
1574;male;grad deg;42;4,0;4,2;2,4;5,2;4,0
1575;female;grad deg;46;4,4;4,4;4,6;6,0;3,2
1576;female;fin HS;20;5,2;5,0;4,8;4,6;5,0
1577;female;coll;20;4,4;4,2;3,2;3,2;3,8
1578;female;coll grad;20;3,8;3,6;3,8;4,6;4,4
1579;female;coll;21;4,6;5,6;4,4;1,8;3,8
1580;male;fin HS;25;5,4;5,4;5,0;1,4;4,6
1581;female;fin HS;19;4,0;4,6;4,4;3,2;4,0
1582;female;grad deg;52;5,4;3,6;5,0;1,8;5,6
1583;male;coll;20;4,2;4,4;3,2;2,4;3,8
1584;female;coll;19;3,6;4,2;3,0;2,0;4,4
1585;male;coll;34;5,2;5,4;5,0;1,4;3,8
1586;male;coll;29;3,2;3,4;2,8;2,6;5,6
1587;female;fin HS;36;4,2;3,8;4,8;1,8;3,4
1588;male;in HS;18;3,2;4,4;3,0;4,0;5,8
1589;male;coll;25;4,4;3,2;3,2;2,6;3,4
1590;female;coll;30;3,6;4,4;3,6;3,8;3,8
1591;male;grad deg;32;5,0;4,6;5,4;2,4;5,2
1592;female;coll;32;4,6;3,2;3,0;5,0;3,8
1593;female;in HS;16;2,8;4,8;5,0;2,2;5,4
1594;female;coll;19;2,0;3,6;3,4;3,6;4,0
1595;male;grad deg;29;5,2;5,6;4,8;4,2;5,6
1596;female;coll grad;30;5,0;4,0;4,4;3,0;5,6
1597;female;coll;27;4,8;4,0;4,2;2,6;3,8
1598;female;grad deg;41;5,4;4,0;4,0;4,0;6,0
1599;female;coll grad;28;3,0;3,6;4,0;3,8;6,0
1600;male;grad deg;26;3,8;4,4;3,6;1,8;5,2
1601;male;grad deg;35;5,6;4,6;4,8;1,8;5,0
1602;female;coll grad;43;4,0;4,4;4,4;4,4;5,6
1603;female;grad deg;37;5,2;4,4;3,0;4,0;5,2
1604;male;grad deg;23;5,2;3,6;2,8;5,4;4,0
1605;male;grad deg;20;6,0;6,0;4,8;2,8;4,8
1606;female;fin HS;24;5,0;4,8;4,4;4,0;4,8
1607;male;grad deg;21;5,4;6,0;5,0;2,0;5,4
1608;female;coll grad;22;3,0;5,8;2,0;3,0;4,6
1609;female;coll;20;5,2;3,4;4,4;2,8;5,6
1610;female;coll;27;4,6;4,6;3,4;2,2;4,8
1611;female;fin HS;55;4,8;5,0;3,2;2,2;4,4
1612;female;coll;39;4,6;3,8;3,4;3,0;4,4
1613;female;grad deg;31;4,2;3,0;4,4;4,8;5,0
1614;female;grad deg;33;3,0;5,4;5,4;1,2;6,0
1615;female;coll grad;24;4,8;5,2;4,8;2,4;5,0
1616;female;coll grad;22;4,0;3,8;3,8;3,6;4,8
1617;male;coll;50;4,4;4,0;3,4;2,8;4,8
1618;male;coll grad;22;5,2;4,4;5,4;1,8;4,6
1619;female;coll;52;6,0;4,0;5,6;1,4;4,4
1620;female;grad deg;32;4,2;2,8;4,0;4,0;3,8
1621;male;grad deg;25;3,6;3,6;2,6;1,6;4,0
1622;female;coll;23;3,6;3,6;3,8;3,8;3,2
1623;female;fin HS;19;3,8;3,4;4,0;4,0;4,2
1624;female;grad deg;33;5,4;4,8;5,4;2,2;5,6
1625;male;coll grad;46;4,4;3,6;4,4;2,4;5,2
1626;female;grad deg;51;5,2;4,8;3,2;4,2;5,0
1627;female;coll grad;37;4,2;2,8;1,4;4,4;4,2
1628;female;coll;19;3,4;3,8;2,8;2,0;4,4
1629;male;fin HS;20;4,2;4,2;4,8;3,2;5,0
1630;female;coll grad;44;2,8;3,4;4,6;1,8;5,6
1631;female;coll;31;5,2;5,8;5,0;2,4;5,4
1632;female;coll;22;4,8;5,6;5,8;2,2;5,2
1633;male;coll;20;4,2;3,8;4,2;2,0;4,0
1634;male;coll grad;22;5,8;2,8;4,4;2,4;3,0
1635;female;coll;19;5,0;5,2;5,2;2,0;4,4
1636;female;coll;19;4,2;2,0;2,0;4,0;5,0
1637;female;coll;40;5,8;4,4;4,8;4,0;4,2
1638;female;grad deg;30;5,2;5,2;3,8;3,6;4,6
1639;male;grad deg;53;6,0;6,0;6,0;1,0;6,0
1640;male;coll;20;5,8;2,2;4,4;1,4;4,6
1641;male;coll grad;70;5,2;4,6;4,2;2,2;4,6
1642;female;coll grad;56;5,6;4,6;5,4;2,2;5,4
1643;female;fin HS;31;5,2;2,4;5,0;4,8;3,8
1644;male;coll;20;3,2;4,8;3,4;3,0;4,0
1645;female;fin HS;25;3,0;4,4;2,0;4,4;5,8
1646;female;coll;20;4,0;3,4;4,6;5,0;4,2
1647;female;coll;31;5,4;3,8;5,4;2,6;4,4
1649;female;coll grad;27;5,0;4,6;5,0;2,4;5,2
1651;female;coll;31;4,4;3,8;4,0;3,0;3,8
1652;female;coll;21;4,2;2,6;3,8;4,0;3,8
1653;female;coll;20;6,0;4,6;5,0;3,2;5,2
1654;female;coll;18;5,2;3,8;3,6;2,6;5,0
1655;male;coll;18;3,8;3,2;3,0;1,8;3,2
1656;female;fin HS;24;5,8;5,4;5,6;3,4;5,6
1657;female;coll;45;5,2;5,4;4,0;1,2;3,2
1658;male;in HS;40;5,4;4,0;4,2;2,8;5,0
1659;male;grad deg;28;5,0;3,8;4,2;4,6;4,8
1660;male;fin HS;24;3,0;3,8;3,2;2,0;6,0
1661;male;in HS;25;4,6;5,8;4,6;2,8;6,0
1662;female;fin HS;20;3,8;3,4;5,2;4,0;3,8
1663;male;in HS;15;5,2;4,0;4,6;4,2;4,6
1664;female;coll;19;4,0;3,2;5,0;3,0;3,8
1665;female;grad deg;39;5,4;3,6;4,6;4,4;5,6
1666;male;coll grad;39;6,0;4,8;5,0;1,2;4,6
1667;female;fin HS;19;4,0;4,4;4,4;3,4;3,8
1668;female;fin HS;19;4,8;4,2;5,0;4,0;3,6
1669;male;coll;23;4,8;4,4;5,0;3,8;4,0
1670;male;in HS;17;4,4;4,0;5,8;1,4;4,8
1671;female;grad deg;43;5,2;3,8;3,8;2,4;4,4
1672;male;coll;20;3,8;5,0;5,0;2,4;4,4
1673;male;coll;19;4,2;3,8;4,2;5,4;3,6
1674;female;in HS;62;6,0;3,8;5,4;3,8;6,0
1675;female;coll;20;4,6;3,2;4,6;5,0;5,2
1676;female;coll grad;22;3,4;3,6;2,6;4,8;5,8
1677;female;fin HS;21;3,4;5,6;3,6;3,2;3,6
1678;female;coll;23;5,8;5,0;4,6;4,2;5,0
1679;female;coll;18;3,6;5,2;5,0;3,4;4,6
1680;female;coll;18;3,6;2,8;6,0;2,4;5,6
1681;male;coll;19;5,2;3,6;3,0;5,2;4,0
1682;male;coll;18;4,8;4,0;4,0;3,0;3,8
1683;male;grad deg;22;4,0;4,4;3,8;2,6;3,4
1684;male;coll grad;24;5,6;6,0;4,8;1,4;4,8
1685;female;coll;23;4,8;3,6;3,0;5,2;5,4
1686;female;coll;22;6,0;5,2;6,0;2,2;4,0
1687;male;coll;18;4,6;3,2;3,4;2,0;5,2
1688;female;coll;34;4,6;3,0;3,8;5,6;3,4
1689;male;grad deg;43;4,6;4,0;3,8;2,2;4,6
1690;male;grad deg;33;3,2;4,2;3,2;2,4;4,8
1691;female;fin HS;25;3,6;4,6;5,0;3,2;5,0
1692;male;in HS;18;4,6;5,4;4,4;1,4;6,0
1694;female;grad deg;38;4,8;4,4;3,4;4,6;4,8
1695;female;coll grad;22;6,0;6,0;5,6;4,8;5,2
1696;female;coll;39;4,8;4,6;5,0;2,0;4,2
1697;female;coll;34;5,4;4,0;5,2;4,4;4,0
1698;female;grad deg;54;5,8;5,6;4,8;1,2;4,4
1699;male;coll;56;5,2;5,2;4,4;1,6;4,4
1700;female;coll;21;4,8;4,4;3,8;4,2;5,6
1701;female;grad deg;30;4,2;3,2;4,4;4,0;4,4
1702;male;coll grad;22;4,0;3,6;2,4;4,4;3,2
1703;female;grad deg;31;4,8;4,8;5,6;2,6;4,0
1704;female;coll;17;4,6;3,8;3,4;2,4;3,6
1705;female;grad deg;24;4,4;4,2;4,0;3,4;5,4
1706;female;grad deg;23;5,0;3,6;4,2;3,6;3,4
1707;male;in HS;21;3,6;4,2;3,8;2,6;3,2
1708;male;coll;26;3,8;5,2;3,6;2,8;4,4
1709;female;coll grad;21;3,4;4,0;2,8;4,0;5,2
1710;female;coll grad;50;5,6;5,4;5,0;2,0;5,8
1711;female;fin HS;35;4,4;3,0;5,0;4,2;5,2
1712;female;fin HS;72;5,6;4,2;5,4;1,0;3,4
1713;female;coll;39;4,8;3,6;3,8;2,8;3,8
1714;female;fin HS;40;4,8;3,6;3,0;4,0;4,6
1715;female;coll;41;5,2;4,2;3,4;2,2;3,0
1717;female;coll grad;40;5,6;3,2;4,2;2,6;5,0
1718;male;in HS;36;6,0;6,0;5,2;1,8;5,8
1719;male;in HS;24;3,4;2,8;4,6;1,8;5,2
1720;male;in HS;19;4,4;4,4;2,6;1,2;5,4
1721;female;coll grad;22;2,4;2,8;3,4;5,0;5,4
1722;female;coll grad;38;6,0;5,0;6,0;1,0;4,0
1724;female;coll;20;5,0;5,0;4,4;5,2;5,0
1725;female;coll grad;20;3,4;4,0;2,6;4,2;3,4
1726;female;coll;32;4,4;2,6;4,0;1,8;5,4
1727;male;coll grad;23;5,2;2,8;4,6;4,8;3,2
1728;male;fin HS;20;3,6;5,2;2,4;4,6;6,0
1729;female;coll grad;28;4,4;3,2;4,8;3,0;4,4
1730;female;coll;20;5,0;4,4;4,0;4,0;4,0
1731;female;coll;20;5,6;3,2;4,0;2,8;3,8
1732;female;grad deg;48;5,8;5,2;4,4;3,4;5,0
1733;female;coll grad;28;4,4;3,4;4,8;2,2;4,6
1734;female;coll grad;28;4,4;3,6;5,0;2,2;4,6
1735;female;coll grad;28;4,8;3,6;5,2;2,2;5,0
1736;female;coll grad;28;4,4;3,6;5,2;2,4;5,0
1737;female;coll;29;4,4;3,6;3,6;4,0;4,0
1738;male;coll grad;28;4,4;4,2;4,6;2,8;4,6
1739;female;coll;21;5,0;4,2;5,0;4,2;5,8
1740;female;grad deg;26;3,4;5,8;3,6;3,2;4,6
1741;male;coll;40;5,6;3,6;5,2;2,0;3,4
1742;female;fin HS;25;5,4;4,2;4,6;3,2;5,2
1743;male;in HS;23;3,6;3,8;2,8;4,8;5,4
1744;male;coll;19;4,8;3,4;2,2;1,8;4,6
1745;male;coll;39;3,6;4,8;2,2;2,6;4,4
1746;female;grad deg;53;5,4;3,2;3,6;2,8;4,2
1747;male;coll grad;21;5,6;3,8;4,6;3,8;3,8
1748;female;grad deg;31;5,6;5,0;4,8;5,0;6,0
1749;female;coll;29;5,8;5,2;3,8;3,6;5,0
1750;female;coll grad;50;5,8;5,8;4,0;1,6;5,6
1751;male;coll grad;54;3,2;5,6;4,4;2,6;5,4
1753;female;coll;21;5,2;5,6;4,6;3,4;5,4
1754;male;coll;22;5,4;2,4;4,0;1,6;4,8
1755;female;grad deg;32;4,8;2,0;3,4;2,4;3,8
1756;female;coll;46;5,2;5,4;5,2;1,4;5,2
1757;female;coll;40;5,8;6,0;4,0;5,6;4,8
1758;female;grad deg;52;6,0;5,4;4,6;1,4;5,4
1759;female;coll;50;3,0;2,8;4,0;6,0;3,2
1760;female;coll;19;5,2;4,0;4,4;4,2;4,2
1761;female;grad deg;25;5,0;3,2;3,6;3,8;3,6
1762;male;coll;19;5,6;2,6;2,8;4,6;5,6
1763;male;coll grad;22;6,0;5,2;4,0;4,0;3,6
1764;female;coll grad;26;4,6;2,4;5,2;5,4;3,6
1765;female;grad deg;29;5,4;3,0;5,6;4,0;3,6
1766;female;grad deg;38;4,8;4,8;4,8;3,6;4,0
1767;male;grad deg;32;4,0;4,6;1,8;3,0;5,8
1768;female;coll;23;5,2;3,2;5,4;4,2;4,4
1769;male;in HS;44;3,0;3,4;3,0;1,0;3,2
1770;female;coll;35;4,6;5,2;4,4;4,4;4,4
1771;male;grad deg;21;5,0;4,6;3,6;2,2;3,2
1772;female;grad deg;29;5,4;4,0;4,2;2,2;4,0
1773;male;coll grad;21;4,2;4,8;3,4;2,8;4,0
1774;female;coll;33;5,4;4,8;5,0;1,6;5,4
1775;female;coll grad;23;3,8;4,2;4,2;4,8;4,0
1776;female;fin HS;57;5,4;3,8;3,4;2,8;5,4
1777;female;coll;21;4,8;5,2;2,6;5,4;5,4
1778;female;grad deg;42;5,6;4,8;5,4;2,4;4,6
1779;female;coll grad;30;4,0;3,0;2,6;3,4;4,6
1780;male;fin HS;39;3,8;3,4;4,6;4,6;5,0
1781;female;in HS;17;4,0;4,6;3,2;4,2;5,0
1782;female;grad deg;36;5,6;5,0;5,4;1,6;4,8
1783;female;coll grad;18;4,0;4,6;4,6;6,0;5,2
1784;male;in HS;20;4,6;5,6;5,6;1,0;4,8
1785;male;grad deg;21;1,8;3,0;3,6;4,6;4,2
1786;male;fin HS;20;4,6;3,4;4,4;3,6;5,6
1787;female;coll grad;35;5,4;5,4;3,4;3,4;6,0
1788;female;coll;26;5,6;4,8;5,0;2,6;3,6
1789;male;coll grad;26;4,0;3,2;3,4;4,4;4,0
1790;female;fin HS;40;6,0;3,0;4,6;6,0;6,0
1791;male;coll grad;23;4,4;4,2;4,4;2,0;5,2
1792;male;grad deg;25;3,0;3,8;3,4;3,4;4,8
1793;female;grad deg;38;5,4;5,0;4,8;4,4;5,4
1794;female;grad deg;27;4,4;5,0;3,6;4,2;5,0
1796;female;in HS;27;4,8;4,4;5,6;2,2;3,8
1797;male;grad deg;32;5,2;5,4;5,6;1,2;4,2
1798;male;grad deg;39;5,6;4,2;5,8;2,6;5,6
1799;female;coll;31;4,6;5,0;5,0;4,4;4,8
1800;male;grad deg;31;3,0;4,0;4,0;5,4;4,0
1801;female;fin HS;20;5,8;4,6;5,4;2,6;4,6
1802;female;grad deg;32;4,8;4,8;5,2;2,6;4,2
1803;female;coll;42;6,0;4,8;4,0;3,0;5,0
1804;female;coll;20;5,2;4,4;4,4;4,2;3,8
1805;female;coll;26;4,0;4,0;4,0;3,4;4,2
1806;male;coll;23;3,8;4,2;4,0;2,2;6,0
1807;male;coll;32;5,4;3,6;3,6;4,6;5,4
1808;female;grad deg;27;4,6;5,0;2,6;4,6;5,8
1809;female;coll;19;5,6;5,0;2,4;3,2;4,4
1810;female;coll;43;4,0;3,8;5,4;4,0;4,2
1811;female;coll;31;6,0;5,0;5,6;2,4;5,0
1812;female;grad deg;25;4,8;4,4;4,0;2,6;2,6
1813;female;grad deg;29;6,0;4,4;5,0;2,6;5,4
1814;male;coll;42;5,4;2,8;5,8;1,4;3,8
1815;female;coll;39;4,0;5,0;5,2;4,2;4,0
1816;female;grad deg;31;3,6;3,6;2,2;3,8;3,4
1817;male;grad deg;24;5,4;5,2;5,6;2,0;4,8
1818;female;grad deg;45;4,8;4,6;3,2;3,4;4,6
1819;male;grad deg;30;5,8;4,8;5,4;2,0;4,8
1820;female;coll grad;21;2,8;5,4;2,4;2,8;3,4
1822;female;coll;25;5,2;5,2;5,4;2,0;5,2
1823;female;fin HS;48;5,4;3,4;5,0;2,2;5,0
1824;female;coll;40;4,4;2,0;3,4;5,8;2,6
1825;male;coll grad;44;4,4;4,2;3,8;4,2;5,0
1826;female;coll grad;36;4,6;4,6;4,0;4,8;5,0
1827;female;fin HS;28;2,4;2,4;2,8;4,2;5,2
1828;male;coll;39;5,4;4,8;4,4;1,6;5,0
1829;female;coll grad;35;5,0;3,6;3,4;4,4;4,4
1830;male;coll;33;5,2;5,8;5,4;1,4;5,4
1831;female;coll;21;5,0;4,2;4,0;1,4;4,0
1832;male;coll;19;4,6;5,8;4,6;3,4;5,2
1833;male;coll grad;45;4,0;3,8;4,0;3,0;5,2
1834;female;coll grad;49;4,4;4,4;2,8;2,2;4,0
1835;female;coll grad;23;4,4;5,0;4,0;3,2;4,6
1836;female;coll;27;4,8;4,2;5,0;1,4;5,6
1837;female;grad deg;52;5,8;4,6;5,8;2,0;5,0
1838;female;grad deg;40;4,2;3,4;3,2;4,0;3,8
1839;male;grad deg;29;5,6;4,8;4,8;3,4;4,8
1840;female;coll;49;4,4;5,8;4,4;1,8;4,8
1841;female;fin HS;30;4,0;2,4;3,2;5,2;3,2
1842;female;coll;25;4,8;4,6;4,6;2,8;5,0
1843;female;grad deg;45;5,6;5,8;4,2;2,2;4,0
1844;female;coll;27;6,0;4,4;6,0;1,6;5,6
1845;female;coll;29;5,4;4,8;2,8;5,2;5,6
1846;male;grad deg;26;5,2;5,0;5,8;1,0;6,0
1847;male;coll grad;32;5,4;4,2;5,6;1,6;3,8
1848;male;grad deg;29;2,6;6,0;2,6;3,2;5,0
1849;female;coll;52;5,0;6,0;3,8;1,6;5,6
1850;male;grad deg;54;5,2;4,0;2,8;4,4;5,6
1851;female;coll;20;5,2;4,8;5,4;3,2;5,2
1852;female;in HS;16;6,0;4,0;4,0;3,6;5,0
1853;male;coll grad;36;5,2;2,4;3,2;2,0;3,2
1854;female;coll;22;3,4;2,4;1,4;5,4;4,6
1855;female;fin HS;35;5,2;5,6;4,4;3,4;4,4
1856;female;coll grad;24;5,6;2,4;5,6;4,2;4,4
1857;male;grad deg;38;5,2;5,8;5,2;1,0;4,8
1858;female;coll;20;5,8;4,2;4,6;3,2;4,4
1859;female;coll;33;5,2;5,6;5,0;3,2;5,0
1860;female;coll;26;6,0;5,4;6,0;5,4;5,0
1861;male;coll;19;5,4;3,8;5,2;2,6;4,4
1862;male;coll;21;5,2;4,4;4,2;2,8;5,2
1863;female;coll;28;6,0;5,6;5,0;2,4;5,8
1864;female;fin HS;19;4,8;4,8;5,0;1,8;4,6
1865;female;coll;36;5,4;3,6;5,2;1,6;4,8
1866;male;coll;51;3,8;4,0;2,2;4,2;2,8
1867;male;coll grad;24;5,4;3,0;4,0;4,0;5,4
1868;female;coll grad;34;4,0;3,4;4,2;5,4;4,4
1869;female;coll;43;5,6;4,8;5,0;1,4;4,6
1871;female;grad deg;44;4,2;3,2;3,2;4,2;4,2
1872;male;coll;20;5,4;2,0;2,8;5,4;3,8
1873;female;coll;18;3,8;4,4;4,2;3,4;3,4
1874;female;grad deg;45;5,6;5,2;4,0;3,8;5,2
1875;female;fin HS;27;5,0;4,2;5,6;2,0;4,8
1876;female;coll;34;4,4;3,8;4,2;4,4;4,8
1878;female;coll;30;5,6;4,2;5,0;1,6;5,2
1879;female;in HS;53;5,6;4,2;4,0;1,2;4,6
1880;female;grad deg;35;2,4;5,4;3,8;2,8;5,6
1881;female;coll;25;5,6;5,4;4,0;4,0;5,4
1882;male;coll;21;6,0;4,0;5,2;2,2;6,0
1884;female;coll;62;5,4;4,4;5,2;1,8;4,4
1885;female;coll;44;4,2;2,8;5,8;3,6;5,0
1886;female;coll;49;4,8;4,8;4,2;4,2;4,4
1887;female;coll grad;28;5,4;5,2;5,4;2,2;4,4
1888;female;coll;29;4,8;4,8;3,6;2,4;4,6
1889;female;coll;21;5,6;5,0;5,0;2,6;4,4
1890;female;coll;23;5,2;5,0;5,8;1,8;5,0
1891;female;grad deg;37;4,2;3,6;3,0;2,6;4,2
1892;male;coll;38;4,0;5,0;5,0;5,2;4,4
1893;female;grad deg;22;5,4;4,2;3,8;4,2;4,2
1894;female;coll;26;2,8;4,6;5,4;3,0;4,6
1895;male;coll;29;4,8;4,4;4,4;4,2;4,6
1896;female;fin HS;46;4,2;5,4;4,2;2,8;3,2
1897;female;grad deg;50;5,4;2,2;5,4;1,6;5,0
1898;female;coll;24;4,6;4,8;3,2;3,6;4,2
1899;female;coll;45;5,4;4,2;4,8;3,8;5,0
1900;female;coll;32;5,0;5,6;4,8;4,0;5,0
1901;male;coll;19;4,6;4,6;4,4;4,4;5,2
1903;male;coll;21;5,6;4,8;5,4;4,0;5,2
1904;female;coll;38;5,8;5,4;4,0;2,0;3,6
1905;female;coll;20;5,0;5,8;5,0;2,6;4,6
1906;female;fin HS;28;4,0;5,0;2,8;5,6;3,4
1907;male;fin HS;25;3,4;3,0;1,6;4,4;5,8
1908;female;coll;47;5,8;4,0;4,8;3,4;4,4
1909;female;coll;47;6,0;4,0;4,8;3,6;4,4
1910;female;coll;55;2,8;5,0;4,2;3,0;4,0
1911;female;coll;55;2,8;4,8;4,2;3,0;4,0
1912;female;coll;31;4,8;4,2;4,2;3,0;3,8
1913;female;in HS;24;5,2;4,6;4,0;3,0;4,4
1914;male;in HS;51;4,6;5,2;3,2;2,2;4,8
1915;female;coll grad;43;5,6;5,4;6,0;1,8;4,4
1916;female;coll;30;3,2;4,0;1,8;2,6;5,8
1917;male;coll;38;5,0;6,0;6,0;3,4;6,0
1918;male;coll;24;4,2;3,2;4,6;2,0;4,2
1919;female;coll grad;49;4,8;3,8;3,0;6,0;5,6
1921;male;grad deg;23;4,8;4,8;4,4;2,4;5,0
1922;female;coll;44;5,0;4,6;3,0;3,6;3,0
1923;female;coll;50;5,6;5,4;5,0;1,8;4,8
1924;male;coll grad;25;5,4;3,8;5,2;3,2;4,4
1925;female;coll;40;2,6;5,4;5,6;4,6;4,0
1926;female;coll;25;6,0;6,0;6,0;3,0;5,8
1927;male;coll grad;21;2,6;3,8;3,6;3,6;4,2
1928;female;coll;23;5,2;4,8;4,6;3,6;3,8
1929;male;coll grad;22;4,0;3,8;3,2;6,0;4,2
1930;male;coll;19;3,2;3,8;3,0;4,2;4,4
1931;female;in HS;32;4,6;3,8;3,8;2,8;4,0
1932;female;grad deg;48;5,4;3,2;6,0;2,0;3,0
1933;female;grad deg;40;3,0;4,4;3,6;3,8;5,6
1934;female;grad deg;28;5,8;5,8;3,6;3,6;4,8
1935;female;coll;33;5,6;5,2;4,2;2,8;5,0
1936;female;coll;23;5,2;4,0;4,4;3,4;4,2
1937;male;coll grad;22;4,4;2,6;3,0;3,6;3,8
1938;female;coll;40;3,6;5,4;2,6;5,0;4,2
1939;male;coll;35;4,0;4,6;3,0;4,6;5,4
1941;female;in HS;44;4,8;4,8;5,6;2,8;4,2
1942;female;coll;20;2,8;3,4;3,4;6,0;3,8
1943;male;grad deg;23;5,8;4,8;4,6;4,4;4,8
1944;female;coll;21;4,8;4,0;3,6;3,4;4,2
1945;male;coll;52;5,8;4,6;5,4;1,8;4,6
1946;female;coll;21;4,8;4,6;4,6;2,8;4,2
1947;female;coll;22;5,6;6,0;5,6;3,0;5,6
1948;female;coll grad;24;4,2;4,6;3,2;1,4;4,4
1949;male;coll;24;5,0;4,2;4,0;3,4;4,0
1950;male;coll;20;3,2;3,8;3,6;4,4;5,0
1951;female;coll grad;24;4,8;4,4;3,4;1,0;4,6
1952;female;coll;28;5,6;5,8;5,6;1,8;5,2
1953;female;coll;34;4,4;3,2;4,4;4,2;4,0
1954;male;coll grad;22;4,8;5,0;5,2;2,8;4,8
1955;female;coll;33;6,0;5,0;5,2;2,0;4,6
1956;female;coll;50;5,2;3,2;4,2;1,0;4,8
1957;female;coll;20;6,0;6,0;5,4;3,8;5,4
1958;female;coll grad;21;6,0;4,2;4,8;4,2;3,2
1959;male;grad deg;24;5,8;4,6;5,8;3,4;5,0
1960;male;grad deg;23;4,2;4,4;4,6;4,2;4,8
1961;female;coll;22;5,4;4,6;3,0;3,8;5,0
1962;female;coll grad;40;4,4;3,4;3,8;2,0;4,6
1963;female;grad deg;28;5,6;3,8;4,2;2,0;4,0
1964;female;fin HS;30;4,0;3,2;5,4;6,0;4,6
1965;male;in HS;39;5,2;5,6;5,8;2,6;5,0
1966;male;coll;36;4,6;4,8;4,0;2,8;3,6
1967;male;coll;27;4,4;5,0;5,6;2,6;4,8
1968;female;coll;46;5,0;5,4;5,0;3,2;4,2
1969;female;coll;57;4,6;5,2;6,0;3,0;4,4
1970;male;coll;30;4,0;4,0;3,8;2,8;3,4
1971;male;coll;38;5,0;5,2;5,4;3,6;4,6
1972;female;coll;41;5,4;4,4;4,2;1,8;3,6
1973;female;coll;27;5,6;4,0;6,0;4,0;6,0
1974;female;coll;29;6,0;3,8;5,2;3,6;5,0
1975;female;coll;51;5,6;3,6;4,8;4,0;4,6
1976;female;coll;40;5,4;5,0;5,2;1,0;5,0
1977;female;fin HS;49;5,6;5,8;4,6;4,0;4,8
1978;male;grad deg;25;3,6;3,4;4,2;2,6;4,8
1979;female;coll;33;5,8;4,4;4,0;2,8;2,4
1980;male;coll;36;5,4;5,8;5,0;3,8;4,8
